absX	absZ	level	id	name	count
3140	3452	1	1923	Bowl	1
3141	3447	1	1955	Cooking apple	1
3141	3452	1	1887	Cake tin	1
3142	3447	1	2313	Pie dish	1
3140	3447	2	1955	Cooking apple	1
3141	3447	2	1935	Jug	1
3144	3449	2	1931	Pot	1
3144	3450	2	1987	Grapes	1
3194	3495	0	559	Body rune	2
3195	3515	0	557	Earth rune	1
3148	3671	0	960	Plank	1
3149	3674	0	966	Tile	1
3154	3659	0	960	Plank	1
3154	3670	0	960	Plank	1
3156	3683	0	1203	Iron dagger	1
3158	3672	0	1207	Steel dagger	1
3165	3660	0	966	Tile	1
3171	3680	0	960	Plank	1
3174	3663	0	837	Crossbow	1
3174	3688	0	966	Tile	1
3178	3684	0	1137	Iron med helm	1
3182	3669	0	960	Plank	1
3184	3672	0	966	Tile	1
3165	3739	0	444	Gold ore	1
3182	3722	0	526	Bones	1
3184	3728	0	526	Bones	1
3184	3733	0	1069	Steel platelegs	1
3137	3833	0	562	Chaos rune	1
3139	3814	0	562	Chaos rune	1
3144	3826	0	562	Chaos rune	1
3145	3814	0	562	Chaos rune	1
3149	3823	0	562	Chaos rune	1
3151	3831	0	562	Chaos rune	1
3180	3824	0	1217	Black dagger	1
3188	3839	0	229	Vial	1
3170	3885	0	1607	Sapphire	1
3178	3852	0	528	Burnt bones	1
3179	3850	0	528	Burnt bones	1
3179	3853	0	528	Burnt bones	1
3184	3856	0	528	Burnt bones	1
3185	3850	0	528	Burnt bones	1
3187	3856	0	528	Burnt bones	1
3196	3849	0	229	Vial	1
3221	9596	0	1944	Egg	1
3208	9620	0	1061	Leather boots	1
3210	9615	0	1061	Leather boots	1
3211	9625	0	1935	Jug	1
3215	9625	0	946	Knife	1
3216	9625	0	1925	Bucket	1
3217	9622	0	1965	Cabbage	1
3237	9761	0	1987	Grapes	1
3224	9910	0	558	Mind rune	1
3226	9910	0	559	Body rune	1
3234	3151	0	1059	Leather gloves	1
3205	3227	0	882	Bronze arrow	1
3206	3208	0	558	Mind rune	1
3210	3212	0	1931	Pot	1
3212	3212	0	1935	Jug	1
3224	3202	0	946	Knife	1
3248	3245	0	1203	Iron dagger	1
3213	3216	1	1205	Bronze dagger	1
3205	3224	2	1511	Logs	1
3205	3226	2	1511	Logs	1
3208	3225	2	1511	Logs	1
3209	3224	2	1511	Logs	1
3229	3215	2	1265	Bronze pickaxe	1
3229	3223	2	1265	Bronze pickaxe	1
3225	3294	0	1925	Bucket	1
3226	3301	0	1944	Egg	1
3229	3299	0	1944	Egg	1
3242	3383	1	1203	Iron dagger	1
3242	3385	1	1059	Leather gloves	1
3243	3383	1	767	Phoenix crossbow	1
3244	3386	1	1061	Leather boots	1
3245	3385	1	767	Phoenix crossbow	1
3232	3399	0	1931	Pot	1
3243	3395	0	1511	Logs	1
3243	3397	0	1511	Logs	1
3244	3398	0	1129	Leather body	1
3254	3451	0	1279	Iron sword	1
3254	3452	0	1067	Iron platelegs	1
3254	3453	0	1115	Iron platebody	1
3208	3395	1	33	Lit candle	1
3218	3412	1	952	Spade	1
3218	3418	1	946	Knife	1
3204	3515	0	1171	Wooden shield	1
3222	3494	0	2313	Pie dish	1
3228	3504	0	995	Coins	3
3232	3500	0	995	Coins	4
3221	3497	1	1925	Bucket	1
3222	3491	1	1925	Bucket	1
3223	3583	0	559	Body rune	2
3229	3566	0	559	Body rune	2
3232	3574	0	559	Body rune	2
3234	3556	0	995	Coins	2
3232	3605	0	526	Bones	1
3233	3605	0	526	Bones	1
3234	3608	0	526	Bones	1
3235	3603	0	526	Bones	1
3235	3605	0	526	Bones	1
3235	3607	0	526	Bones	1
3236	3604	0	526	Bones	1
3237	3603	0	526	Bones	1
3237	3604	0	526	Bones	1
3237	3611	0	526	Bones	1
3238	3603	0	526	Bones	1
3239	3604	0	526	Bones	1
3239	3606	0	526	Bones	1
3244	3611	0	526	Bones	1
3246	3615	0	526	Bones	1
3209	3740	0	526	Bones	1
3214	3730	0	1323	Iron scimitar	1
3214	3733	0	532	Big bones	1
3216	3741	0	526	Bones	1
3216	3748	0	526	Bones	1
3217	3745	0	964	Skull	1
3218	3739	0	526	Bones	1
3220	3738	0	526	Bones	1
3220	3741	0	526	Bones	1
3220	3746	0	532	Big bones	1
3222	3744	0	526	Bones	1
3224	3746	0	526	Bones	1
3225	3740	0	526	Bones	1
3226	3745	0	532	Big bones	1
3227	3742	0	526	Bones	1
3229	3747	0	526	Bones	1
3233	3740	0	964	Skull	1
3236	3749	0	526	Bones	1
3242	3741	0	526	Bones	1
3243	3742	0	532	Big bones	1
3247	3740	0	526	Bones	1
3247	3743	0	526	Bones	1
3249	3744	0	526	Bones	1
3251	3736	0	526	Bones	1
3251	3749	0	526	Bones	1
3252	3738	0	526	Bones	1
3253	3736	0	532	Big bones	1
3256	3744	0	964	Skull	1
3257	3743	0	526	Bones	1
3259	3735	0	526	Bones	1
3263	3735	0	532	Big bones	1
3213	3821	0	528	Burnt bones	1
3214	3809	0	239	White berries	1
3214	3820	0	528	Burnt bones	1
3218	3814	0	239	White berries	1
3218	3818	0	528	Burnt bones	1
3219	3816	0	528	Burnt bones	1
3220	3826	0	995	Coins	6
3221	3829	0	995	Coins	8
3247	3795	0	1191	Iron kiteshield	1
3232	3948	0	526	Bones	1
3235	3950	0	53	Headless arrow	3
3237	3938	0	526	Bones	1
3237	3949	0	53	Headless arrow	2
3240	3940	0	53	Headless arrow	3
3250	3953	0	526	Bones	1
3288	9431	0	1265	Bronze pickaxe	1
3288	9442	0	1265	Bronze pickaxe	1
3274	9870	0	995	Coins	1
3291	3034	0	1921	Bowl of water	1
3286	3033	1	1917	Beer	1
3290	3033	1	970	Papyrus	1
3291	3033	1	1993	Jug of wine	1
3285	3175	0	1965	Cabbage	1
3302	3170	0	1937	Jug of water	1
3302	3190	0	1061	Leather boots	1
3307	3195	0	1925	Bucket	1
3320	3137	0	1422	Bronze mace	1
3290	3191	1	559	Body rune	1
3298	3316	0	555	Water rune	4
3304	3311	0	554	Fire rune	3
3266	3361	0	753	Cadava berries	1
3267	3371	0	1951	Redberries	1
3271	3366	0	1951	Redberries	1
3273	3375	0	753	Cadava berries	1
3277	3370	0	753	Cadava berries	1
3278	3374	0	1951	Redberries	1
3271	3413	0	712	Cup of tea	1
3272	3409	0	1935	Jug	1
3286	3491	0	1734	Thread	1
3299	3511	0	1511	Logs	1
3300	3508	0	1511	Logs	1
3301	3507	0	1511	Logs	1
3302	3507	0	1511	Logs	1
3302	3510	0	1511	Logs	1
3303	3502	0	1511	Logs	1
3303	3503	0	1511	Logs	1
3310	3504	0	1511	Logs	1
3311	3503	0	1511	Logs	1
3268	3660	0	526	Bones	1
3271	3656	0	966	Tile	1
3271	3658	0	526	Bones	1
3273	3660	0	526	Bones	1
3273	3664	0	526	Bones	1
3275	3664	0	960	Plank	1
3278	3657	0	526	Bones	1
3278	3664	0	966	Tile	1
3279	3659	0	526	Bones	1
3280	3657	0	526	Bones	1
3280	3658	0	526	Bones	1
3281	3658	0	526	Bones	1
3281	3663	0	966	Tile	1
3283	3658	0	1281	Steel sword	1
3289	3651	0	966	Tile	1
3291	3652	0	960	Plank	1
3264	3728	0	526	Bones	1
3265	3732	0	526	Bones	1
3268	3730	0	526	Bones	1
3268	3736	0	526	Bones	1
3269	3728	0	526	Bones	1
3270	3724	0	526	Bones	1
3272	3730	0	526	Bones	1
3275	3727	0	526	Bones	1
3275	3729	0	526	Bones	1
3276	3726	0	526	Bones	1
3278	3725	0	526	Bones	1
3280	3724	0	526	Bones	1
3280	3726	0	526	Bones	1
3283	3728	0	558	Mind rune	6
3284	3719	0	837	Crossbow	1
3292	3762	0	1207	Steel dagger	1
3312	3769	0	1207	Steel dagger	1
3283	3819	0	565	Blood rune	1
3290	3806	0	565	Blood rune	1
3305	3816	0	565	Blood rune	1
3287	3887	0	528	Burnt bones	1
3288	3891	0	528	Burnt bones	1
3290	3890	0	528	Burnt bones	1
3291	3888	0	528	Burnt bones	1
3292	3887	0	528	Burnt bones	1
3297	3890	0	565	Blood rune	1
3307	3859	0	561	Nature rune	4
3311	3853	0	561	Nature rune	3
3313	3890	0	528	Burnt bones	1
3316	3888	0	528	Burnt bones	1
3321	3892	0	528	Burnt bones	1
3289	3926	0	444	Gold ore	1
3290	3928	0	444	Gold ore	1
3292	3933	0	444	Gold ore	1
3287	3932	1	444	Gold ore	1
3294	3935	1	1173	Bronze sq shield	1
3279	3938	3	1203	Iron dagger	1
3283	3936	3	444	Gold ore	1
3348	9754	0	1267	Iron pickaxe	1
3348	9755	0	708	Arcenia root	1
3349	9753	0	1267	Iron pickaxe	1
3351	9752	0	1267	Iron pickaxe	1
3351	9760	0	708	Arcenia root	1
3355	9760	0	1925	Bucket	1
3356	9755	0	1925	Bucket	1
3358	9757	0	1925	Bucket	1
3365	9750	0	526	Bones	1
3365	9765	0	708	Arcenia root	1
3367	9749	0	526	Bones	1
3368	9751	0	526	Bones	1
3369	9753	0	526	Bones	1
3369	9771	0	708	Arcenia root	1
3372	9753	0	526	Bones	1
3374	9747	0	699	Stone tablet	1
3376	9758	0	526	Bones	1
3384	9753	0	526	Bones	1
3384	9756	0	526	Bones	1
3385	9749	0	526	Bones	1
3385	9754	0	526	Bones	1
3386	9748	0	526	Bones	1
3348	9818	0	1267	Iron pickaxe	1
3348	9819	0	708	Arcenia root	1
3349	9817	0	1267	Iron pickaxe	1
3350	9816	0	1267	Iron pickaxe	1
3351	9824	0	708	Arcenia root	1
3355	9824	0	1925	Bucket	1
3356	9819	0	1925	Bucket	1
3358	9821	0	1925	Bucket	1
3365	9814	0	526	Bones	1
3365	9829	0	708	Arcenia root	1
3367	9813	0	526	Bones	1
3368	9815	0	526	Bones	1
3369	9817	0	526	Bones	1
3369	9835	0	708	Arcenia root	1
3372	9817	0	526	Bones	1
3374	9811	0	699	Stone tablet	1
3376	9822	0	526	Bones	1
3384	9817	0	526	Bones	1
3384	9820	0	526	Bones	1
3385	9813	0	526	Bones	1
3385	9818	0	526	Bones	1
3386	9812	0	526	Bones	1
3369	3378	0	677	Panning tray	1
3354	3426	0	526	Bones	1
3357	3428	0	526	Bones	1
3361	3411	0	526	Bones	1
3368	3411	0	526	Bones	1
3369	3412	0	526	Bones	1
3443	9741	0	2957	Druid pouch	1
3443	9741	1	2957	Druid pouch	1
3424	3287	0	1939	Swamp tar	1
3428	3292	0	1939	Swamp tar	1
3428	3322	0	1939	Swamp tar	1
3434	3277	0	1939	Swamp tar	1
3435	3311	0	1939	Swamp tar	1
3436	3298	0	1939	Swamp tar	1
3442	3289	0	1939	Swamp tar	1
3446	3279	0	1939	Swamp tar	1
3447	3268	0	1939	Swamp tar	1
3451	3320	0	1939	Swamp tar	1
3409	3363	0	1939	Swamp tar	1
3412	3366	0	1939	Swamp tar	1
3437	3337	0	2964	Washing bowl	1
3439	3377	0	1939	Swamp tar	1
3440	3375	0	1939	Swamp tar	1
3450	3358	0	1939	Swamp tar	1
3451	3358	0	1939	Swamp tar	1
3452	3377	0	1939	Swamp tar	1
3452	3378	0	1939	Swamp tar	1
3452	3388	0	1939	Swamp tar	1
3452	3389	0	1939	Swamp tar	1
3428	3436	0	1939	Swamp tar	1
3432	3401	0	1939	Swamp tar	1
3434	3432	0	1939	Swamp tar	1
3435	3402	0	1939	Swamp tar	1
3435	3426	0	1939	Swamp tar	1
3441	3413	0	1939	Swamp tar	1
3441	3438	0	1939	Swamp tar	1
3442	3412	0	1939	Swamp tar	1
3445	3404	0	1939	Swamp tar	1
3445	3435	0	1939	Swamp tar	1
3448	3430	0	1939	Swamp tar	1
3449	3434	0	1939	Swamp tar	1
3450	3416	0	1939	Swamp tar	1
3451	3402	0	1939	Swamp tar	1
3453	3441	0	1939	Swamp tar	1
3466	9492	0	3138	Potato cactus	1
3469	9502	0	3138	Potato cactus	1
3473	9510	0	3138	Potato cactus	1
3479	9482	0	3138	Potato cactus	1
3485	9518	0	3138	Potato cactus	1
3460	9480	2	3138	Potato cactus	1
3460	9484	2	3138	Potato cactus	1
3465	9475	2	3138	Potato cactus	1
3481	3277	0	733	Smashed glass	1
3481	3278	0	229	Vial	1
3481	3279	0	229	Vial	1
3482	3276	0	733	Smashed glass	1
3482	3279	0	733	Smashed glass	1
3458	3367	0	1939	Swamp tar	1
3459	3374	0	1939	Swamp tar	1
3460	3354	0	1939	Swamp tar	1
3462	3350	0	1939	Swamp tar	1
3467	3376	0	1939	Swamp tar	1
3469	3361	0	1939	Swamp tar	1
3471	3343	0	1939	Swamp tar	1
3476	3364	0	1939	Swamp tar	1
3459	3419	0	1939	Swamp tar	1
3460	3405	0	1939	Swamp tar	1
3461	3413	0	1939	Swamp tar	1
3465	3432	0	1939	Swamp tar	1
3466	3416	0	1939	Swamp tar	1
3469	3433	0	1939	Swamp tar	1
3470	3429	0	1939	Swamp tar	1
3471	3419	0	1939	Swamp tar	1
3472	3403	0	1939	Swamp tar	1
3472	3446	0	1939	Swamp tar	1
3473	3435	0	1939	Swamp tar	1
3474	3414	0	1939	Swamp tar	1
3477	3442	0	1939	Swamp tar	1
3478	3438	0	1939	Swamp tar	1
3480	3419	0	1939	Swamp tar	1
3483	3426	0	1939	Swamp tar	1
