kind	mapfunction	icon	name	id	absX	absZ	level
npc	-1	Monk of Zamorak	Monk of Zamorak	189	2474	3248	0
npc	-1	Ghost	Ghost	491	2476	3223	0
npc	-1	Monk of Zamorak	Monk of Zamorak	189	2477	3238	0
npc	-1	Monk of Zamorak	Monk of Zamorak	189	2477	3244	0
npc	-1	Bear	Bear	106	2478	3200	0
npc	-1	Koftik	Koftik	972	2436	3315	0
npc	-1	Woman	Woman	352	2453	3307	0
npc	-1	Khazard trooper	Khazard trooper	475	2454	3301	0
npc	-1	Khazard warlord	Khazard warlord	477	2457	3302	0
npc	-1	Dark mage	Dark mage	1001	2457	3309	0
npc	-1	Khazard trooper	Khazard trooper	475	2458	3298	0
npc	-1	Wolf	Wolf	95	2462	3274	0
npc	-1	Child	Child	356	2462	3306	0
npc	-1	Woman	Woman	361	2463	3317	0
npc	-1	chadwell	chadwell	971	2464	3287	0
npc	-1	Child	Child	355	2464	3302	0
npc	-1	Wolf	Wolf	95	2465	3272	0
npc	-1	Wolf	Wolf	95	2465	3275	0
npc	-1	Child	Child	356	2465	3305	0
npc	-1	Man	Man	351	2465	3307	0
npc	-1	Child	Child	355	2466	3300	0
npc	-1	Child	Child	355	2466	3307	0
npc	-1	Child	Child	355	2467	3306	0
npc	-1	Woman	Woman	363	2468	3290	0
npc	-1	Civillian	Civillian	785	2468	3304	0
npc	-1	Child	Child	355	2468	3315	0
npc	-1	Child	Child	356	2469	3295	0
npc	-1	Civillian	Civillian	786	2469	3309	0
npc	-1	Child	Child	355	2469	3319	0
npc	-1	Wolf	Wolf	95	2470	3272	0
npc	-1	Woman	Woman	354	2470	3290	0
npc	-1	Child	Child	355	2471	3323	0
npc	-1	Wolf	Wolf	95	2472	3274	0
npc	-1	Woman	Woman	354	2472	3296	0
npc	-1	Woman	Woman	360	2472	3307	0
npc	-1	Woman	Woman	353	2473	3288	0
npc	-1	Child	Child	355	2473	3305	0
npc	-1	Child	Child	355	2474	3296	0
npc	-1	Civillian	Civillian	786	2475	3298	0
npc	-1	Woman	Woman	363	2475	3325	0
npc	-1	Child	Child	355	2476	3307	0
npc	-1	Civillian	Civillian	787	2476	3313	0
npc	-1	Civillian	Civillian	785	2476	3317	0
npc	-1	Wolf	Wolf	95	2477	3275	0
npc	-1	Child	Child	356	2477	3319	0
npc	-1	Civillian	Civillian	785	2478	3291	0
npc	-1	Child	Child	355	2478	3323	0
npc	-1	Woman	Woman	363	2479	3311	0
npc	-1	Child	Child	355	2480	3296	0
npc	-1	Woman	Woman	352	2480	3300	0
npc	-1	Civillian	Civillian	787	2481	3289	0
npc	-1	Child	Child	355	2481	3313	0
npc	-1	Woman	Woman	362	2482	3286	0
npc	-1	Man	Man	351	2482	3293	0
npc	-1	Woman	Woman	361	2482	3296	0
npc	-1	Child	Child	356	2482	3311	0
npc	-1	Woman	Woman	354	2483	3318	0
npc	-1	Woman	Woman	354	2483	3323	0
npc	-1	Child	Child	355	2485	3312	0
npc	-1	Woman	Woman	361	2485	3315	0
npc	-1	Civillian	Civillian	786	2487	3308	0
npc	-1	Woman	Woman	362	2489	3295	0
npc	-1	Civillian	Civillian	786	2490	3289	0
npc	-1	Woman	Woman	354	2490	3293	0
npc	-1	Civillian	Civillian	787	2490	3313	0
npc	-1	Civillian	Civillian	787	2491	3300	0
npc	-1	Civillian	Civillian	785	2492	3312	0
npc	-1	Woman	Woman	360	2492	3314	0
npc	-1	Carla	Carla	712	2495	3312	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2432	3387	0
npc	-1	Wolf	Wolf	95	2437	3336	0
npc	-1	Wolf	Wolf	95	2439	3333	0
npc	-1	Wolf	Wolf	95	2439	3335	0
npc	-1	Wolf	Wolf	95	2440	3333	0
npc	-1	Wolf	Wolf	95	2440	3335	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2442	3388	0
npc	-1	Hobgoblin	Hobgoblin	123	2443	3359	0
npc	-1	Hobgoblin	Hobgoblin	123	2445	3359	0
npc	-1	Hobgoblin	Hobgoblin	122	2445	3362	0
npc	-1	Hobgoblin	Hobgoblin	123	2446	3357	0
npc	-1	Hobgoblin	Hobgoblin	122	2447	3361	0
npc	-1	Hobgoblin	Hobgoblin	123	2448	3329	0
npc	-1	Hobgoblin	Hobgoblin	123	2448	3331	0
npc	-1	Hobgoblin	Hobgoblin	123	2451	3330	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2453	3363	0
npc	-1	Femi	Femi	676	2459	3382	0
npc	-1	Gnome guard	Gnome guard	163	2459	3385	0
npc	-1	Gnome guard	Gnome guard	164	2460	3382	0
npc	-1	Gnome guard	Gnome guard	164	2462	3382	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2463	3375	0
npc	-1	Gnome guard	Gnome guard	163	2463	3385	0
npc	-1	Gnome woman	Gnome woman	168	2434	3436	0
npc	-1	Terrorbird	Terrorbird	136	2436	3434	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2437	3442	0
npc	-1	Gnome woman	Gnome woman	168	2437	3451	0
npc	-1	Gnome woman	Gnome woman	168	2438	3427	0
npc	-1	Gnome woman	Gnome woman	169	2439	3433	0
npc	-1	Gnome woman	Gnome woman	168	2441	3411	0
npc	-1	Gnome woman	Gnome woman	169	2441	3449	0
npc	-1	Gnome woman	Gnome woman	169	2442	3428	0
npc	-1	Gnome woman	Gnome woman	169	2446	3403	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2449	3421	0
npc	-1	Gnome woman	Gnome woman	169	2450	3416	0
npc	-1	Gnome guard	Gnome guard	163	2451	3414	0
npc	-1	Gnome	Gnome	67	2456	3425	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2457	3394	0
npc	-1	Gnome guard	Gnome guard	164	2459	3392	0
npc	-1	Gnome guard	Gnome guard	163	2459	3395	0
npc	-1	Gnome	Gnome	67	2459	3421	0
npc	-1	Gnome guard	Gnome guard	163	2459	3438	0
npc	-1	Gnome guard	Gnome guard	164	2461	3422	0
npc	-1	Gnome guard	Gnome guard	164	2462	3392	0
npc	-1	Gnome guard	Gnome guard	163	2462	3395	0
npc	-1	Gnome	Gnome	67	2462	3431	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2464	3394	0
npc	-1	Gnome woman	Gnome woman	168	2466	3449	0
npc	-1	Gnome woman	Gnome woman	169	2468	3441	0
npc	-1	Gnome trainer	Gnome trainer	162	2469	3423	0
npc	-1	Gnome trainer	Gnome trainer	162	2469	3434	0
npc	-1	Gnome woman	Gnome woman	168	2470	3399	0
npc	-1	Gnome trainer	Gnome trainer	162	2470	3426	0
npc	-1	Gnome woman	Gnome woman	168	2472	3400	0
npc	-1	Gnome woman	Gnome woman	168	2473	3412	0
npc	-1	Gnome woman	Gnome woman	168	2476	3454	0
npc	-1	Gnome trainer	Gnome trainer	162	2477	3426	0
npc	-1	Gnome trainer	Gnome trainer	162	2479	3427	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2480	3406	0
npc	-1	Gnome woman	Gnome woman	169	2480	3408	0
npc	-1	Gnome woman	Gnome woman	168	2482	3397	0
npc	-1	Gnome trainer	Gnome trainer	162	2482	3422	0
npc	-1	Gnome woman	Gnome woman	168	2489	3401	0
npc	-1	Gnome trainer	Gnome trainer	162	2489	3423	0
npc	-1	Gnome trainer	Gnome trainer	162	2489	3427	0
npc	-1	Gnome trainer	Gnome trainer	162	2490	3435	0
npc	-1	Gnome banker	Gnome banker	166	2443	3423	1
npc	-1	Gnome banker	Gnome banker	166	2443	3424	1
npc	-1	Gnome banker	Gnome banker	166	2443	3426	1
npc	-1	Gnome guard	Gnome guard	163	2445	3429	1
npc	-1	Gnome banker	Gnome banker	166	2448	3424	1
npc	-1	Gnome banker	Gnome banker	166	2448	3427	1
npc	-1	Gnome troop	Gnome troop	480	2458	3417	1
npc	-1	Gnome troop	Gnome troop	480	2460	3417	1
npc	-1	Gnome trainer	Gnome trainer	162	2475	3422	1
npc	-1	Gnome woman	Gnome woman	168	2479	3407	1
npc	-1	Gnome woman	Gnome woman	169	2480	3406	1
npc	-1	Gnome woman	Gnome woman	169	2486	3400	1
npc	-1	Gnome trainer	Gnome trainer	162	2475	3421	2
npc	-1	Gnome	Gnome	68	2433	3474	0
npc	-1	Gnome	Gnome	68	2433	3492	0
npc	-1	Gnome	Gnome	66	2435	3460	0
npc	-1	Gnome	Gnome	67	2437	3478	0
npc	-1	Gnome woman	Gnome woman	168	2438	3465	0
npc	-1	Gnome	Gnome	66	2440	3470	0
npc	-1	Gnome guard	Gnome guard	164	2441	3497	0
npc	-1	Gnome	Gnome	67	2442	3465	0
npc	-1	Gnome guard	Gnome guard	163	2442	3489	0
npc	-1	Gnome woman	Gnome woman	168	2442	3505	0
npc	-1	Gnome	Gnome	66	2447	3502	0
npc	-1	Gnome guard	Gnome guard	164	2447	3510	0
npc	-1	Gnome woman	Gnome woman	168	2448	3486	0
npc	-1	Gnome woman	Gnome woman	169	2448	3489	0
npc	-1	Gnome woman	Gnome woman	168	2449	3487	0
npc	-1	Gnome guard	Gnome guard	163	2450	3485	0
npc	-1	Gnome woman	Gnome woman	169	2450	3488	0
npc	-1	Gnome woman	Gnome woman	168	2450	3489	0
npc	-1	Gnome woman	Gnome woman	168	2450	3505	0
npc	-1	Gnome guard	Gnome guard	163	2451	3507	0
npc	-1	Gnome guard	Gnome guard	163	2453	3490	0
npc	-1	Gnome woman	Gnome woman	168	2454	3465	0
npc	-1	Gnome	Gnome	67	2456	3467	0
npc	-1	Gnome	Gnome	66	2457	3462	0
npc	-1	Gnome	Gnome	68	2458	3497	0
npc	-1	Gnome guard	Gnome guard	163	2459	3503	0
npc	-1	Gnome guard	Gnome guard	164	2461	3487	0
npc	-1	Gnome guard	Gnome guard	163	2461	3509	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2463	3456	0
npc	-1	Gnome woman	Gnome woman	169	2463	3508	0
npc	-1	Gnome guard	Gnome guard	163	2464	3465	0
npc	-1	Gnome guard	Gnome guard	163	2464	3468	0
npc	-1	Gnome guard	Gnome guard	164	2464	3472	0
npc	-1	Gnome guard	Gnome guard	164	2464	3489	0
npc	-1	Gnome	Gnome	68	2464	3505	0
npc	-1	King Narnode Shareen	King Narnode Shareen	670	2466	3497	0
npc	-1	Gnome guard	Gnome guard	164	2467	3489	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	137	2468	3456	0
npc	-1	Gnome guard	Gnome guard	163	2468	3465	0
npc	-1	Gnome guard	Gnome guard	163	2468	3468	0
npc	-1	Gnome guard	Gnome guard	164	2468	3472	0
npc	-1	Gnome guard	Gnome guard	163	2468	3506	0
npc	-1	Gnome	Gnome	67	2471	3496	0
npc	-1	Gnome guard	Gnome guard	163	2472	3484	0
npc	-1	Gnome woman	Gnome woman	169	2473	3489	0
npc	-1	Gnome guard	Gnome guard	164	2473	3503	0
npc	-1	Gnome woman	Gnome woman	169	2474	3457	0
npc	-1	Gnome	Gnome	67	2474	3508	0
npc	-1	Gnome	Gnome	67	2475	3471	0
npc	-1	Gnome guard	Gnome guard	163	2475	3490	0
npc	-1	Gnome guard	Gnome guard	163	2475	3502	0
npc	-1	Gnome	Gnome	68	2476	3458	0
npc	-1	Gnome guard	Gnome guard	163	2477	3512	0
npc	-1	Gnome guard	Gnome guard	164	2478	3497	0
npc	-1	Gnome	Gnome	66	2478	3502	0
npc	-1	Gnome	Gnome	67	2479	3468	0
npc	-1	Gnome woman	Gnome woman	169	2479	3503	0
npc	-1	Gnome guard	Gnome guard	163	2481	3485	0
npc	-1	Gnome guard	Gnome guard	163	2482	3501	0
npc	-1	Gnome woman	Gnome woman	169	2486	3467	0
npc	-1	Gnome	Gnome	67	2486	3470	0
npc	-1	Gnome	Gnome	67	2492	3474	0
npc	-1	Gnome	Gnome	68	2436	3465	1
npc	-1	Gnome woman	Gnome woman	169	2437	3463	1
npc	-1	Gnome banker	Gnome banker	166	2439	3487	1
npc	-1	Gnome banker	Gnome banker	166	2440	3488	1
npc	-1	Gnome	Gnome	67	2443	3464	1
npc	-1	Gnome	Gnome	67	2443	3502	1
npc	-1	Gnome	Gnome	68	2445	3502	1
npc	-1	Gnome banker	Gnome banker	166	2448	3480	1
npc	-1	Gnome woman	Gnome woman	169	2448	3489	1
npc	-1	Gnome	Gnome	67	2448	3496	1
npc	-1	Gnome Waiter	Gnome Waiter	851	2448	3503	1
npc	-1	Hudo	Hudo	600	2448	3509	1
npc	-1	Gnome woman	Gnome woman	168	2449	3486	1
npc	-1	Gnome	Gnome	66	2449	3492	1
npc	-1	Aluft Gianne	Aluft Gianne	850	2449	3501	1
npc	-1	Gnome	Gnome	67	2449	3506	1
npc	-1	Gnome banker	Gnome banker	166	2450	3480	1
npc	-1	Gnome	Gnome	66	2450	3490	1
npc	-1	Gnome Waiter	Gnome Waiter	851	2450	3503	1
npc	-1	Gnome	Gnome	68	2453	3488	1
npc	-1	Gnome woman	Gnome woman	168	2457	3488	1
npc	-1	Gnome	Gnome	67	2457	3498	1
npc	-1	Gnome guard	Gnome guard	164	2464	3496	1
npc	-1	Gnome guard	Gnome guard	163	2467	3495	1
npc	-1	Gnome guard	Gnome guard	163	2473	3495	1
npc	-1	Gnome	Gnome	66	2474	3490	1
npc	-1	Gnome	Gnome	67	2474	3498	1
npc	-1	Gnome child	Gnome child	160	2474	3500	1
npc	-1	Gnome	Gnome	68	2475	3502	1
npc	-1	Gnome woman	Gnome woman	168	2476	3488	1
npc	-1	Glough	Glough	671	2478	3463	1
npc	-1	Blurberry	Blurberry	848	2480	3490	1
npc	-1	Gnome	Gnome	67	2480	3502	1
npc	-1	Gnome	Gnome	67	2481	3482	1
npc	-1	Barman	Barman	849	2482	3487	1
npc	-1	Barman	Barman	849	2482	3489	1
npc	-1	Gnome	Gnome	66	2482	3492	1
npc	-1	Gnome	Gnome	66	2482	3498	1
npc	-1	Gnome woman	Gnome woman	169	2482	3508	1
npc	-1	Rometti	Rometti	601	2482	3510	1
npc	-1	Gnome child	Gnome child	159	2483	3500	1
npc	-1	Gnome child	Gnome child	161	2484	3501	1
npc	-1	Gnome	Gnome	67	2490	3503	1
npc	-1	Heckel Funch	Heckel Funch	603	2493	3488	1
npc	-1	Gnome guard	Gnome guard	164	2448	3495	2
npc	-1	Gnome guard	Gnome guard	163	2448	3497	2
npc	-1	Gnome woman	Gnome woman	168	2450	3496	2
npc	-1	Gnome guard	Gnome guard	164	2460	3487	2
npc	-1	Gnome guard	Gnome guard	163	2463	3480	2
npc	-1	Gnome troop	Gnome troop	480	2463	3504	2
npc	-1	Gnome	Gnome	68	2465	3490	2
npc	-1	Gnome guard	Gnome guard	163	2465	3497	2
npc	-1	Gnome guard	Gnome guard	163	2465	3510	2
npc	-1	Gnome guard	Gnome guard	163	2466	3480	2
npc	-1	Gnome troop	Gnome troop	479	2466	3500	2
npc	-1	Gnome woman	Gnome woman	168	2467	3488	2
npc	-1	Gnome guard	Gnome guard	164	2467	3494	2
npc	-1	Gnome guard	Gnome guard	164	2467	3510	2
npc	-1	Gulluck	Gulluck	602	2468	3487	2
npc	-1	Gnome woman	Gnome woman	168	2470	3503	2
npc	-1	Gnome guard	Gnome guard	164	2471	3496	2
npc	-1	Gnome woman	Gnome woman	168	2481	3498	2
npc	-1	Gnome guard	Gnome guard	164	2483	3495	2
npc	-1	Gnome guard	Gnome guard	164	2483	3497	2
npc	-1	Gnome pilot	Gnome pilot	170	2464	3501	3
npc	-1	Larrissa	Larrissa	1337	2445	4599	0
npc	-1	Scared skavid	Scared skavid	863	2499	9433	0
npc	-1	Skavid	Skavid	867	2500	9451	0
npc	-1	Skavid	Skavid	868	2503	9415	0
npc	-1	Skavid	Skavid	866	2515	9452	0
npc	-1	Mad skavid	Mad skavid	864	2523	9411	0
npc	-1	Skavid	Skavid	865	2530	9465	0
npc	-1	Hobgoblin	Hobgoblin	122	2513	9569	0
npc	-1	Hobgoblin	Hobgoblin	122	2515	9568	0
npc	-1	Hobgoblin	Hobgoblin	122	2515	9571	0
npc	-1	Hobgoblin	Hobgoblin	122	2515	9573	0
npc	-1	Golrie	Golrie	306	2515	9581	0
npc	-1	Hobgoblin	Hobgoblin	122	2519	9561	0
npc	-1	Hobgoblin	Hobgoblin	122	2519	9571	0
npc	-1	Hobgoblin	Hobgoblin	122	2522	9561	0
npc	-1	Hobgoblin	Hobgoblin	122	2529	9555	0
npc	-1	Hobgoblin	Hobgoblin	122	2533	9556	0
npc	-1	Zombie	Zombie	75	2539	9566	0
npc	-1	Giant bat	Giant bat	78	2540	9566	0
npc	-1	Zombie	Zombie	73	2541	9569	0
npc	-1	Giant bat	Giant bat	78	2542	9557	0
npc	-1	Giant bat	Giant bat	78	2543	9564	0
npc	-1	Zombie	Zombie	73	2548	9567	0
npc	-1	Edmond	Edmond	714	2535	9719	0
npc	-1	Elena	Elena	715	2541	9672	0
npc	-1	Moss giant	Moss giant	112	2528	9843	0
npc	-1	Skeleton	Skeleton	92	2529	9841	0
npc	-1	Skeleton	Skeleton	92	2530	9846	0
npc	-1	Zombie	Zombie	73	2533	9842	0
npc	-1	Skeleton	Skeleton	90	2538	9816	0
npc	-1	Skeleton	Skeleton	92	2540	9813	0
npc	-1	Zombie	Zombie	73	2540	9823	0
npc	-1	Zombie	Zombie	73	2540	9843	0
npc	-1	Moss giant	Moss giant	112	2541	9845	0
npc	-1	Moss giant	Moss giant	112	2542	9819	0
npc	-1	Zombie	Zombie	75	2542	9840	0
npc	-1	Skeleton	Skeleton	92	2543	9847	0
npc	-1	Skeleton	Skeleton	92	2545	9822	0
npc	-1	Zombie	Zombie	75	2546	9815	0
npc	-1	Zombie	Zombie	75	2546	9842	0
npc	-1	Dagannoth	Dagannoth	1342	2511	10020	0
npc	-1	Dagannoth	Dagannoth	1338	2513	10018	0
npc	-1	Dagannoth	Dagannoth	1340	2514	10012	0
npc	-1	Dagannoth	Dagannoth	1342	2514	10027	0
npc	-1	Dagannoth	Dagannoth	1341	2515	10016	0
npc	-1	Dagannoth	Dagannoth	1339	2515	10030	0
npc	-1	Dagannoth	Dagannoth	1339	2518	10013	0
npc	-1	Dagannoth	Dagannoth	1338	2518	10027	0
npc	-1	Dagannoth	Dagannoth	1343	2519	10031	0
npc	-1	Dagannoth	Dagannoth	1338	2520	10018	0
npc	-1	Dagannoth	Dagannoth	1339	2521	10015	0
npc	-1	Dagannoth	Dagannoth	1339	2522	10023	0
npc	-1	Dagannoth	Dagannoth	1338	2522	10028	0
npc	-1	Dagannoth	Dagannoth	1341	2523	10019	0
npc	-1	Dagannoth	Dagannoth	1340	2524	10014	0
npc	-1	Dagannoth	Dagannoth	1339	2524	10033	0
npc	-1	Dagannoth	Dagannoth	1340	2526	10035	0
npc	-1	Dagannoth	Dagannoth	1338	2527	10019	0
npc	-1	Dagannoth	Dagannoth	1343	2527	10024	0
npc	-1	Dagannoth	Dagannoth	1339	2532	10023	0
npc	-1	Dagannoth	Dagannoth	1342	2534	10025	0
npc	-1	Dagannoth	Dagannoth	1339	2535	10030	0
npc	-1	Wolf	Wolf	95	2498	2968	0
npc	-1	Wolf	Wolf	95	2500	2959	0
npc	-1	Wolf	Wolf	95	2502	2969	0
npc	-1	Ogre	Ogre	114	2504	2965	0
npc	-1	Ogre	Ogre	114	2504	2984	0
npc	-1	Wolf	Wolf	95	2506	2959	0
npc	-1	Wolf	Wolf	95	2509	2964	0
npc	-1	Giant spider	Giant spider	60	2517	2976	0
npc	-1	Ogre	Ogre	114	2520	2973	0
npc	-1	Swamp toad	Swamp toad	1013	2523	2977	0
npc	-1	Swamp toad	Swamp toad	1013	2524	2981	0
npc	-1	Swamp toad	Swamp toad	1013	2525	2975	0
npc	-1	Ogre	Ogre	114	2525	2986	0
npc	-1	Swamp toad	Swamp toad	1013	2528	2983	0
npc	-1	Swamp toad	Swamp toad	1013	2530	2978	0
npc	-1	Ogre	Ogre	114	2533	2977	0
npc	-1	Ogre	Ogre	114	2536	2975	0
npc	-1	Ogre	Ogre	114	2539	2990	0
npc	-1	Swamp toad	Swamp toad	1013	2543	2984	0
npc	-1	Swamp toad	Swamp toad	1013	2545	2988	0
npc	-1	Swamp toad	Swamp toad	1013	2547	2982	0
npc	-1	Ogre	Ogre	114	2549	2979	0
npc	-1	Giant spider	Giant spider	60	2550	2981	0
npc	-1	Ogre	Ogre	114	2551	2955	0
npc	-1	Swamp toad	Swamp toad	1013	2551	2985	0
npc	-1	Ogre	Ogre	114	2552	2961	0
npc	-1	Ogre guard	Ogre guard	860	2501	3012	0
npc	-1	Ogre guard	Ogre guard	860	2503	3011	0
npc	-1	Ogre chieftain	Ogre chieftain	852	2505	3032	0
npc	-1	Ogre guard	Ogre guard	859	2505	3062	0
npc	-1	Ogre trader	Ogre trader	875	2506	3020	0
npc	-1	Enclave guard	Enclave guard	870	2507	3036	0
npc	-1	Enclave guard	Enclave guard	870	2507	3040	0
npc	-1	Ogre guard	Ogre guard	859	2507	3062	0
npc	-1	Ogre	Ogre	115	2510	3044	0
npc	-1	Ogre chieftain	Ogre chieftain	852	2512	3022	0
npc	-1	Ogre	Ogre	114	2513	3026	0
npc	-1	Ogre trader	Ogre trader	873	2518	3035	0
npc	-1	Ogre chieftain	Ogre chieftain	852	2518	3041	0
npc	-1	Ogre	Ogre	115	2520	3046	0
npc	-1	Ogre	Ogre	114	2522	3055	0
npc	-1	Ogre	Ogre	114	2523	3057	0
npc	-1	Ogre trader	Ogre trader	876	2525	3043	0
npc	-1	Ogre guard	Ogre guard	861	2526	3018	0
npc	-1	Ogre	Ogre	115	2526	3039	0
npc	-1	Ogre chieftain	Ogre chieftain	852	2528	3044	0
npc	-1	Ogre merchant	Ogre merchant	874	2528	3048	0
npc	-1	Ogre guard	Ogre guard	861	2529	3019	0
npc	-1	Ogre	Ogre	114	2529	3032	0
npc	-1	Ogre	Ogre	114	2539	3018	0
npc	-1	Ogre	Ogre	114	2541	3016	0
npc	-1	City guard	City guard	862	2541	3029	0
npc	-1	City guard	City guard	862	2541	3034	0
npc	-1	City guard	City guard	862	2543	3031	0
npc	-1	Ogre guard	Ogre guard	858	2549	3029	0
npc	-1	Ogre	Ogre	114	2550	3043	0
npc	-1	Ogre	Ogre	114	2550	3046	0
npc	-1	Ogre guard	Ogre guard	858	2551	3031	0
npc	-1	Ogre	Ogre	114	2553	3047	0
npc	-1	Ogre	Ogre	114	2496	3092	0
npc	-1	Ogre	Ogre	114	2497	3089	0
npc	-1	Ogre	Ogre	114	2500	3092	0
npc	-1	Ogre	Ogre	114	2500	3097	0
npc	-1	Ogre	Ogre	115	2502	3114	0
npc	-1	Ogre	Ogre	114	2503	3095	0
npc	-1	Ogre	Ogre	114	2504	3133	0
npc	-1	Ogre	Ogre	115	2505	3111	0
npc	-1	Og	Og	853	2506	3116	0
npc	-1	Ogre	Ogre	115	2507	3108	0
npc	-1	Ogre	Ogre	115	2508	3119	0
npc	-1	Ogre	Ogre	115	2509	3087	0
npc	-1	Ogre	Ogre	115	2510	3084	0
npc	-1	Grew	Grew	854	2513	3084	0
npc	-1	Ogre	Ogre	115	2513	3087	0
npc	-1	Ogre	Ogre	115	2514	3081	0
npc	-1	Colonel Radick	Colonel Radick	878	2535	3091	0
npc	-1	Tower guard	Tower guard	877	2540	3090	0
npc	-1	Soldier	Soldier	35	2540	3102	0
npc	-1	Soldier	Soldier	35	2542	3094	0
npc	-1	Soldier	Soldier	35	2543	3088	0
npc	-1	Soldier	Soldier	35	2545	3094	0
npc	-1	Tower guard	Tower guard	877	2545	3113	0
npc	-1	Soldier	Soldier	35	2546	3085	0
npc	-1	Tower guard	Tower guard	877	2546	3116	0
npc	-1	Soldier	Soldier	35	2547	3091	0
npc	-1	Tower guard	Tower guard	877	2549	3112	0
npc	-1	Tower guard	Tower guard	877	2554	3117	0
npc	-1	Bartender	Bartender	739	2556	3078	0
npc	-1	Soldier	Soldier	35	2533	3086	1
npc	-1	Soldier	Soldier	35	2533	3094	1
npc	-1	Soldier	Soldier	35	2534	3097	1
npc	-1	Soldier	Soldier	35	2535	3088	1
npc	-1	Soldier	Soldier	35	2537	3078	1
npc	-1	Soldier	Soldier	35	2537	3102	1
npc	-1	Soldier	Soldier	35	2539	3107	1
npc	-1	Watchman	Watchman	34	2544	3112	1
npc	-1	Watchman	Watchman	34	2545	3116	1
npc	-1	Watchman	Watchman	34	2549	3112	1
npc	-1	Watchman	Watchman	34	2549	3116	1
npc	-1	Soldier	Soldier	35	2551	3109	1
npc	-1	Soldier	Soldier	35	2553	3073	1
npc	-1	Soldier	Soldier	35	2558	3073	1
npc	-1	Watchtower wizard	Watchtower wizard	872	2544	3112	2
npc	-1	Watchtower wizard	Watchtower wizard	872	2544	3117	2
npc	-1	Watchtower wizard	Watchtower wizard	872	2549	3112	2
npc	-1	Watchtower wizard	Watchtower wizard	872	2549	3116	2
npc	-1	Terrorbird	Terrorbird	136	2498	3141	0
npc	-1	Bear	Bear	106	2501	3159	0
npc	-1	Terrorbird	Terrorbird	136	2504	3140	0
npc	-1	Elkoy	Elkoy	473	2504	3191	0
npc	-1	Goblin	Goblin	101	2505	3176	0
npc	-1	Giant	Giant	117	2507	3149	0
npc	-1	Elkoy	Elkoy	474	2514	3159	0
npc	-1	Wolf	Wolf	95	2516	3197	0
npc	-1	Giant rat	Giant rat	86	2517	3184	0
npc	-1	Goblin	Goblin	101	2519	3145	0
npc	-1	Giant rat	Giant rat	87	2520	3187	0
npc	-1	Gnome	Gnome	67	2521	3169	0
npc	-1	Gnome	Gnome	67	2521	3171	0
npc	-1	Kalron	Kalron	486	2521	3177	0
npc	-1	Gnome	Gnome	68	2522	3172	0
npc	-1	Goblin	Goblin	101	2523	3155	0
npc	-1	Remsai	Remsai	472	2524	3169	0
npc	-1	Gnome	Gnome	66	2526	3168	0
npc	-1	Gnome	Gnome	66	2529	3163	0
npc	-1	Gnome	Gnome	66	2530	3172	0
npc	-1	Spider	Spider	61	2535	3181	0
npc	-1	Spider	Spider	61	2535	3183	0
npc	-1	Gnome	Gnome	66	2536	3169	0
npc	-1	Spider	Spider	61	2536	3180	0
npc	-1	Spider	Spider	61	2537	3183	0
npc	-1	Local Gnome	Local Gnome	485	2541	3168	0
npc	-1	Local Gnome	Local Gnome	485	2541	3171	0
npc	-1	Spider	Spider	61	2541	3182	0
npc	-1	Spider	Spider	61	2541	3188	0
npc	-1	Goblin	Goblin	101	2542	3155	0
npc	-1	Local Gnome	Local Gnome	485	2542	3167	0
npc	-1	King Bolren	King Bolren	469	2542	3169	0
npc	-1	Local Gnome	Local Gnome	485	2542	3172	0
npc	-1	Spider	Spider	61	2542	3186	0
npc	-1	Spider	Spider	61	2544	3191	0
npc	-1	Giant	Giant	117	2545	3144	0
npc	-1	Giant	Giant	117	2548	3147	0
npc	-1	Wolf	Wolf	95	2548	3179	0
npc	-1	Spider	Spider	61	2548	3190	0
npc	-1	Goblin	Goblin	101	2550	3166	0
npc	-1	Goblin	Goblin	100	2550	3197	0
npc	-1	Goblin	Goblin	100	2552	3195	0
npc	-1	Goblin	Goblin	100	2553	3198	0
npc	-1	Ogre	Ogre	114	2554	3192	0
npc	-1	Goblin	Goblin	100	2555	3194	0
npc	-1	Goblin	Goblin	101	2557	3198	0
npc	-1	Bolkoy	Bolkoy	471	2527	3161	1
npc	-1	Gnome	Gnome	483	2496	3235	0
npc	-1	Mounted terrorbird gnome	Mounted terrorbird gnome	138	2500	3226	0
npc	-1	Khazard trooper	Khazard trooper	475	2502	3242	0
npc	-1	Gnome	Gnome	481	2502	3261	0
npc	-1	Gnome	Gnome	67	2506	3229	0
