id	debug	name	stackable	members	noted	dummy	weight	value	lendable	tradeable	examine
1042	blue_partyhat	Blue partyhat	no	no	-1	0	56	0	no	yes	
1043	cert_blue_partyhat	Blue partyhat	yes	no	799	0	0	0	no	yes	
1044	green_partyhat	Green partyhat	no	no	-1	0	56	0	no	yes	
1045	cert_green_partyhat	Green partyhat	yes	no	799	0	0	0	no	yes	
1046	purple_partyhat	Purple partyhat	no	no	-1	0	56	0	no	yes	
1047	cert_purple_partyhat	Purple partyhat	yes	no	799	0	0	0	no	yes	
1048	white_partyhat	White partyhat	no	no	-1	0	56	0	no	yes	
1049	cert_white_partyhat	White partyhat	yes	no	799	0	0	0	no	yes	
1050	santa_hat	Santa hat	no	no	-1	0	113	0	no	yes	
1051	cert_santa_hat	Santa hat	yes	no	799	0	0	0	no	yes	
1052	cape_of_legends	Cape of legends	no	yes	-1	0	1814	0	no	no	
1053	halloweenmask_green	Halloween mask	no	no	-1	0	340	0	no	yes	
1054	cert_halloweenmask_green	Halloween mask	yes	no	799	0	0	0	no	yes	
1055	halloweenmask_blue	Halloween mask	no	no	-1	0	340	0	no	yes	
1056	cert_halloweenmask_blue	Halloween mask	yes	no	799	0	0	0	no	yes	
1057	halloweenmask_red	Halloween mask	no	no	-1	0	340	0	no	yes	
1058	cert_halloweenmask_red	Halloween mask	yes	no	799	0	0	0	no	yes	
1059	leather_gloves	Leather gloves	no	no	-1	0	226	0	no	yes	
1060	cert_leather_gloves	Leather gloves	yes	no	799	0	0	0	no	yes	
1061	leather_boots	Leather boots	no	no	-1	0	340	0	no	yes	
1062	cert_leather_boots	Leather boots	yes	no	799	0	0	0	no	yes	
1063	leather_vambraces	Leather vambraces	no	no	-1	0	226	0	no	yes	
1064	cert_leather_vambraces	Leather vambraces	yes	no	799	0	0	0	no	yes	
1065	dragon_vambraces	Dragon vambraces	no	no	-1	0	283	0	no	yes	
1066	cert_dragon_vambraces	Dragon vambraces	yes	no	799	0	0	0	no	yes	
1067	iron_platelegs	Iron platelegs	no	no	-1	0	9071	0	no	yes	
1068	cert_iron_platelegs	Iron platelegs	yes	no	799	0	0	0	no	yes	
1069	steel_platelegs	Steel platelegs	no	no	-1	0	9071	0	no	yes	
1070	cert_steel_platelegs	Steel platelegs	yes	no	799	0	0	0	no	yes	
1071	mithril_platelegs	Mithril platelegs	no	no	-1	0	7711	0	no	yes	
1072	cert_mithril_platelegs	Mithril platelegs	yes	no	799	0	0	0	no	yes	
1073	adamant_platelegs	Adamant platelegs	no	no	-1	0	10432	0	no	yes	
1074	cert_adamant_platelegs	Adamant platelegs	yes	no	799	0	0	0	no	yes	
1075	bronze_platelegs	Bronze platelegs	no	no	-1	0	9071	0	no	yes	
1076	cert_bronze_platelegs	Bronze platelegs	yes	no	799	0	0	0	no	yes	
1077	black_platelegs	Black platelegs	no	no	-1	0	9071	0	no	yes	
1078	cert_black_platelegs	Black platelegs	yes	no	799	0	0	0	no	yes	
1079	rune_platelegs	Rune platelegs	no	no	-1	0	9071	0	no	yes	
1080	cert_rune_platelegs	Rune platelegs	yes	no	799	0	0	0	no	yes	
1081	iron_plateskirt	Iron plateskirt	no	no	-1	0	8164	0	no	yes	
1082	cert_iron_plateskirt	Iron plateskirt	yes	no	799	0	0	0	no	yes	
1083	steel_plateskirt	Steel plateskirt	no	no	-1	0	8164	0	no	yes	
1084	cert_steel_plateskirt	Steel plateskirt	yes	no	799	0	0	0	no	yes	
1085	mithril_plateskirt	Mithril plateskirt	no	no	-1	0	7257	0	no	yes	
1086	cert_mithril_plateskirt	Mithril plateskirt	yes	no	799	0	0	0	no	yes	
1087	bronze_plateskirt	Bronze plateskirt	no	no	-1	0	8164	0	no	yes	
1088	cert_bronze_plateskirt	Bronze plateskirt	yes	no	799	0	0	0	no	yes	
1089	black_plateskirt	Black plateskirt	no	no	-1	0	8164	0	no	yes	
1090	cert_black_plateskirt	Black plateskirt	yes	no	799	0	0	0	no	yes	
1091	adamant_plateskirt	Adamant plateskirt	no	no	-1	0	9071	0	no	yes	
1092	cert_adamant_plateskirt	Adamant plateskirt	yes	no	799	0	0	0	no	yes	
1093	rune_plateskirt	Rune plateskirt	no	no	-1	0	8164	0	no	yes	
1094	cert_rune_plateskirt	Rune plateskirt	yes	no	799	0	0	0	no	yes	
1095	leather_chaps	Leather chaps	no	no	-1	0	2721	0	no	yes	
1096	cert_leather_chaps	Leather chaps	yes	no	799	0	0	0	no	yes	
1097	studded_chaps	Studded chaps	no	no	-1	0	4535	0	no	yes	
1098	cert_studded_chaps	Studded chaps	yes	no	799	0	0	0	no	yes	
1099	dragonhide_chaps	Dragonhide chaps	no	no	-1	0	5443	0	no	yes	
1100	cert_dragonhide_chaps	Dragonhide chaps	yes	no	799	0	0	0	no	yes	
1101	iron_chainbody	Iron chainbody	no	no	-1	0	6803	0	no	yes	
1102	cert_iron_chainbody	Iron chainbody	yes	no	799	0	0	0	no	yes	
1103	bronze_chainbody	Bronze chainbody	no	no	-1	0	6803	0	no	yes	
1104	cert_bronze_chainbody	Bronze chainbody	yes	no	799	0	0	0	no	yes	
1105	steel_chainbody	Steel chainbody	no	no	-1	0	6803	0	no	yes	
1106	cert_steel_chainbody	Steel chainbody	yes	no	799	0	0	0	no	yes	
1107	black_chainbody	Black chainbody	no	no	-1	0	6803	0	no	yes	
1108	cert_black_chainbody	Black chainbody	yes	no	799	0	0	0	no	yes	
1109	mithril_chainbody	Mithril chainbody	no	no	-1	0	5896	0	no	yes	
1110	cert_mithril_chainbody	Mithril chainbody	yes	no	799	0	0	0	no	yes	
1111	adamant_chainbody	Adamant chainbody	no	no	-1	0	7711	0	no	yes	
1112	cert_adamant_chainbody	Adamant chainbody	yes	no	799	0	0	0	no	yes	
1113	rune_chainbody	Rune chainbody	no	no	-1	0	6803	0	no	yes	
1114	cert_rune_chainbody	Rune chainbody	yes	no	799	0	0	0	no	yes	
1115	iron_platebody	Iron platebody	no	no	-1	0	9979	0	no	yes	
1116	cert_iron_platebody	Iron platebody	yes	no	799	0	0	0	no	yes	
1117	bronze_platebody	Bronze platebody	no	no	-1	0	9979	0	no	yes	
1118	cert_bronze_platebody	Bronze platebody	yes	no	799	0	0	0	no	yes	
1119	steel_platebody	Steel platebody	no	no	-1	0	9979	0	no	yes	
1120	cert_steel_platebody	Steel platebody	yes	no	799	0	0	0	no	yes	
1121	mithril_platebody	Mithril platebody	no	no	-1	0	8618	0	no	yes	
1122	cert_mithril_platebody	Mithril platebody	yes	no	799	0	0	0	no	yes	
1123	adamant_platebody	Adamant platebody	no	no	-1	0	11339	0	no	yes	
1124	cert_adamant_platebody	Adamant platebody	yes	no	799	0	0	0	no	yes	
1125	black_platebody	Black platebody	no	no	-1	0	9979	0	no	yes	
1126	cert_black_platebody	Black platebody	yes	no	799	0	0	0	no	yes	
1127	rune_platebody	Rune platebody	no	no	-1	0	9979	0	no	yes	
1128	cert_rune_platebody	Rune platebody	yes	no	799	0	0	0	no	yes	
1129	leather_armour	Leather body	no	no	-1	0	2721	0	no	yes	
1130	cert_leather_armour	Leather body	yes	no	799	0	0	0	no	yes	
1131	hardleather_body	Hardleather body	no	no	-1	0	3628	0	no	yes	
1132	cert_hardleather_body	Hardleather body	yes	no	799	0	0	0	no	yes	
1133	studded_body	Studded body	no	no	-1	0	5443	0	no	yes	
1134	cert_studded_body	Studded body	yes	no	799	0	0	0	no	yes	
1135	dragonhide_body	Dragonhide body	no	no	-1	0	6803	0	no	yes	
1136	cert_dragonhide_body	Dragonhide body	yes	no	799	0	0	0	no	yes	
1137	iron_med_helm	Iron med helm	no	no	-1	0	1814	0	no	yes	
1138	cert_iron_med_helm	Iron med helm	yes	no	799	0	0	0	no	yes	
1139	bronze_med_helm	Bronze med helm	no	no	-1	0	1814	0	no	yes	
1140	cert_bronze_med_helm	Bronze med helm	yes	no	799	0	0	0	no	yes	
1141	steel_med_helm	Steel med helm	no	no	-1	0	1814	0	no	yes	
1142	cert_steel_med_helm	Steel med helm	yes	no	799	0	0	0	no	yes	
1143	mithril_med_helm	Mithril med helm	no	no	-1	0	1360	0	no	yes	
1144	cert_mithril_med_helm	Mithril med helm	yes	no	799	0	0	0	no	yes	
1145	adamant_med_helm	Adamant med helm	no	no	-1	0	2267	0	no	yes	
1146	cert_adamant_med_helm	Adamant med helm	yes	no	799	0	0	0	no	yes	
1147	rune_med_helm	Rune med helm	no	no	-1	0	1814	0	no	yes	
1148	cert_rune_med_helm	Rune med helm	yes	no	799	0	0	0	no	yes	
1149	dragon_med_helm	Dragon med helm	no	yes	-1	0	1360	0	no	yes	
1150	cert_dragon_med_helm	Dragon med helm	yes	yes	799	0	0	0	no	yes	
1151	black_med_helm	Black med helm	no	no	-1	0	1814	0	no	yes	
1152	cert_black_med_helm	Black med helm	yes	no	799	0	0	0	no	yes	
1153	iron_full_helm	Iron full helm	no	no	-1	0	2721	0	no	yes	
1154	cert_iron_full_helm	Iron full helm	yes	no	799	0	0	0	no	yes	
1155	bronze_full_helm	Bronze full helm	no	no	-1	0	2721	0	no	yes	
1156	cert_bronze_full_helm	Bronze full helm	yes	no	799	0	0	0	no	yes	
1157	steel_full_helm	Steel full helm	no	no	-1	0	2721	0	no	yes	
1158	cert_steel_full_helm	Steel full helm	yes	no	799	0	0	0	no	yes	
1159	mithril_full_helm	Mithril full helm	no	no	-1	0	2267	0	no	yes	
1160	cert_mithril_full_helm	Mithril full helm	yes	no	799	0	0	0	no	yes	
1161	adamant_full_helm	Adamant full helm	no	no	-1	0	3175	0	no	yes	
1162	cert_adamant_full_helm	Adamant full helm	yes	no	799	0	0	0	no	yes	
1163	rune_full_helm	Rune full helm	no	no	-1	0	2721	0	no	yes	
1164	cert_rune_full_helm	Rune full helm	yes	no	799	0	0	0	no	yes	
1165	black_full_helm	Black full helm	no	no	-1	0	2721	0	no	yes	
1166	cert_black_full_helm	Black full helm	yes	no	799	0	0	0	no	yes	
1167	leather_cowl	Leather cowl	no	no	-1	0	907	0	no	yes	
1168	cert_leather_cowl	Leather cowl	yes	no	799	0	0	0	no	yes	
1169	coif	Coif	no	no	-1	0	907	0	no	yes	
1170	cert_coif	Coif	yes	no	799	0	0	0	no	yes	
1171	wooden_shield	Wooden shield	no	no	-1	0	2267	0	no	yes	
1172	cert_wooden_shield	Wooden shield	yes	no	799	0	0	0	no	yes	
1173	bronze_sq_shield	Bronze sq shield	no	no	-1	0	3628	0	no	yes	
1174	cert_bronze_sq_shield	Bronze sq shield	yes	no	799	0	0	0	no	yes	
1175	iron_sq_shield	Iron sq shield	no	no	-1	0	3628	0	no	yes	
1176	cert_iron_sq_shield	Iron sq shield	yes	no	799	0	0	0	no	yes	
1177	steel_sq_shield	Steel sq shield	no	no	-1	0	3628	0	no	yes	
1178	cert_steel_sq_shield	Steel sq shield	yes	no	799	0	0	0	no	yes	
1179	black_sq_shield	Black sq shield	no	no	-1	0	3628	0	no	yes	
1180	cert_black_sq_shield	Black sq shield	yes	no	799	0	0	0	no	yes	
1181	mithril_sq_shield	Mithril sq shield	no	no	-1	0	3175	0	no	yes	
1182	cert_mithril_sq_shield	Mithril sq shield	yes	no	799	0	0	0	no	yes	
1183	adamant_sq_shield	Adamant sq shield	no	no	-1	0	4082	0	no	yes	
1184	cert_adamant_sq_shield	Adamant sq shield	yes	no	799	0	0	0	no	yes	
1185	rune_sq_shield	Rune sq shield	no	no	-1	0	3628	0	no	yes	
1186	cert_rune_sq_shield	Rune sq shield	yes	no	799	0	0	0	no	yes	
1187	dragon_sq_shield	Dragon sq shield	no	yes	-1	0	3175	0	no	yes	
1188	cert_dragon_sq_shield	Dragon sq shield	yes	yes	799	0	0	0	no	yes	
1189	bronze_kiteshield	Bronze kiteshield	no	no	-1	0	5443	0	no	yes	
1190	cert_bronze_kiteshield	Bronze kiteshield	yes	no	799	0	0	0	no	yes	
1191	iron_kiteshield	Iron kiteshield	no	no	-1	0	5443	0	no	yes	
1192	cert_iron_kiteshield	Iron kiteshield	yes	no	799	0	0	0	no	yes	
1193	steel_kiteshield	Steel kiteshield	no	no	-1	0	5443	0	no	yes	
1194	cert_steel_kiteshield	Steel kiteshield	yes	no	799	0	0	0	no	yes	
1195	black_kiteshield	Black kiteshield	no	no	-1	0	5443	0	no	yes	
1196	cert_black_kiteshield	Black kiteshield	yes	no	799	0	0	0	no	yes	
1197	mithril_kiteshield	Mithril kiteshield	no	no	-1	0	4535	0	no	yes	
1198	cert_mithril_kiteshield	Mithril kiteshield	yes	no	799	0	0	0	no	yes	
1199	adamant_kiteshield	Adamant kiteshield	no	no	-1	0	5896	0	no	yes	
1200	cert_adamant_kiteshield	Adamant kiteshield	yes	no	799	0	0	0	no	yes	
1201	rune_kiteshield	Rune kiteshield	no	no	-1	0	5443	0	no	yes	
1202	cert_rune_kiteshield	Rune kiteshield	yes	no	799	0	0	0	no	yes	
1203	iron_dagger	Iron dagger	no	no	-1	0	453	0	no	yes	
1204	cert_iron_dagger	Iron dagger	yes	no	799	0	0	0	no	yes	
1205	bronze_dagger	Bronze dagger	no	no	-1	0	453	0	no	yes	
1206	cert_bronze_dagger	Bronze dagger	yes	no	799	0	0	0	no	yes	
1207	steel_dagger	Steel dagger	no	no	-1	0	453	0	no	yes	
1208	cert_steel_dagger	Steel dagger	yes	no	799	0	0	0	no	yes	
1209	mithril_dagger	Mithril dagger	no	no	-1	0	396	0	no	yes	
1210	cert_mithril_dagger	Mithril dagger	yes	no	799	0	0	0	no	yes	
1211	adamant_dagger	Adamant dagger	no	no	-1	0	510	0	no	yes	
1212	cert_adamant_dagger	Adamant dagger	yes	no	799	0	0	0	no	yes	
1213	rune_dagger	Rune dagger	no	no	-1	0	453	0	no	yes	
1214	cert_rune_dagger	Rune dagger	yes	no	799	0	0	0	no	yes	
1215	dragon_dagger	Dragon dagger	no	yes	-1	0	453	0	no	yes	
1216	cert_dragon_dagger	Dragon dagger	yes	yes	799	0	0	0	no	yes	
1217	black_dagger	Black dagger	no	no	-1	0	453	0	no	yes	
1218	cert_black_dagger	Black dagger	yes	no	799	0	0	0	no	yes	
1219	iron_dagger_p	Iron dagger(p)	no	yes	-1	0	453	0	no	yes	
1220	cert_iron_dagger_p	Iron dagger(p)	yes	yes	799	0	0	0	no	yes	
1221	bronze_dagger_p	Bronze dagger(p)	no	yes	-1	0	453	0	no	yes	
1222	cert_bronze_dagger_p	Bronze dagger(p)	yes	yes	799	0	0	0	no	yes	
1223	steel_dagger_p	Steel dagger(p)	no	yes	-1	0	453	0	no	yes	
1224	cert_steel_dagger_p	Steel dagger(p)	yes	yes	799	0	0	0	no	yes	
1225	mithril_dagger_p	Mithril dagger(p)	no	yes	-1	0	396	0	no	yes	
1226	cert_mithril_dagger_p	Mithril dagger(p)	yes	yes	799	0	0	0	no	yes	
1227	adamant_dagger_p	Adamant dagger(p)	no	yes	-1	0	510	0	no	yes	
1228	cert_adamant_dagger_p	Adamant dagger(p)	yes	yes	799	0	0	0	no	yes	
1229	rune_dagger_p	Rune dagger(p)	no	yes	-1	0	453	0	no	yes	
1230	cert_rune_dagger_p	Rune dagger(p)	yes	yes	799	0	0	0	no	yes	
1231	dragon_dagger_p	Dragon dagger(p)	no	yes	-1	0	453	0	no	yes	
1232	cert_dragon_dagger_p	Dragon dagger(p)	yes	yes	799	0	0	0	no	yes	
1233	black_dagger_p	Black dagger(p)	no	yes	-1	0	453	0	no	yes	
1234	cert_black_dagger_p	Black dagger(p)	yes	yes	799	0	0	0	no	yes	
1235	poisoned_dagger_p	Poisoned dagger(p)	no	yes	-1	0	453	0	no	yes	
1236	cert_poisoned_dagger_p	Poisoned dagger(p)	yes	yes	799	0	0	0	no	yes	
1237	bronze_spear	Bronze spear	no	yes	-1	0	2267	0	no	yes	
1238	cert_bronze_spear	Bronze spear	yes	yes	799	0	0	0	no	yes	
1239	iron_spear	Iron spear	no	yes	-1	0	2267	0	no	yes	
1240	cert_iron_spear	Iron spear	yes	yes	799	0	0	0	no	yes	
1241	steel_spear	Steel spear	no	yes	-1	0	2267	0	no	yes	
1242	cert_steel_spear	Steel spear	yes	yes	799	0	0	0	no	yes	
1243	mithril_spear	Mithril spear	no	yes	-1	0	1814	0	no	yes	
1244	cert_mithril_spear	Mithril spear	yes	yes	799	0	0	0	no	yes	
1245	adamant_spear	Adamant spear	no	yes	-1	0	2721	0	no	yes	
1246	cert_adamant_spear	Adamant spear	yes	yes	799	0	0	0	no	yes	
1247	rune_spear	Rune spear	no	yes	-1	0	2267	0	no	yes	
1248	cert_rune_spear	Rune spear	yes	yes	799	0	0	0	no	yes	
1249	dragon_spear	Dragon spear	no	yes	-1	0	2267	0	no	yes	
1250	cert_dragon_spear	Dragon spear	yes	yes	799	0	0	0	no	yes	
1251	bronze_spear_p	Bronze spear(p)	no	yes	-1	0	2267	0	no	yes	
1252	cert_bronze_spear_p	Bronze spear(p)	yes	yes	799	0	0	0	no	yes	
1253	iron_spear_p	Iron spear(p)	no	yes	-1	0	2267	0	no	yes	
1254	cert_iron_spear_p	Iron spear(p)	yes	yes	799	0	0	0	no	yes	
1255	steel_spear_p	Steel spear(p)	no	yes	-1	0	2267	0	no	yes	
1256	cert_steel_spear_p	Steel spear(p)	yes	yes	799	0	0	0	no	yes	
1257	mithril_spear_p	Mithril spear(p)	no	yes	-1	0	1814	0	no	yes	
1258	cert_mithril_spear_p	Mithril spear(p)	yes	yes	799	0	0	0	no	yes	
1259	adamant_spear_p	Adamant spear(p)	no	yes	-1	0	2721	0	no	yes	
1260	cert_adamant_spear_p	Adamant spear(p)	yes	yes	799	0	0	0	no	yes	
1261	rune_spear_p	Rune spear(p)	no	yes	-1	0	2267	0	no	yes	
1262	cert_rune_spear_p	Rune spear(p)	yes	yes	799	0	0	0	no	yes	
1263	dragon_spear_p	Dragon spear(p)	no	yes	-1	0	2267	0	no	yes	
1264	cert_dragon_spear_p	Dragon spear(p)	yes	yes	799	0	0	0	no	yes	
1265	bronze_pickaxe	Bronze pickaxe	no	no	-1	0	2267	0	no	yes	
1266	cert_bronze_pickaxe	Bronze pickaxe	yes	no	799	0	0	0	no	yes	
1267	iron_pickaxe	Iron pickaxe	no	no	-1	0	2267	0	no	yes	
1268	cert_iron_pickaxe	Iron pickaxe	yes	no	799	0	0	0	no	yes	
1269	steel_pickaxe	Steel pickaxe	no	no	-1	0	2267	0	no	yes	
1270	cert_steel_pickaxe	Steel pickaxe	yes	no	799	0	0	0	no	yes	
1271	adamant_pickaxe	Adamant pickaxe	no	no	-1	0	2721	0	no	yes	
1272	cert_adamant_pickaxe	Adamant pickaxe	yes	no	799	0	0	0	no	yes	
1273	mithril_pickaxe	Mithril pickaxe	no	no	-1	0	1814	0	no	yes	
1274	cert_mithril_pickaxe	Mithril pickaxe	yes	no	799	0	0	0	no	yes	
1275	rune_pickaxe	Rune pickaxe	no	no	-1	0	2267	0	no	yes	
1276	cert_rune_pickaxe	Rune pickaxe	yes	no	799	0	0	0	no	yes	
1277	bronze_sword	Bronze sword	no	no	-1	0	1814	0	no	yes	
1278	cert_bronze_sword	Bronze sword	yes	no	799	0	0	0	no	yes	
1279	iron_sword	Iron sword	no	no	-1	0	1814	0	no	yes	
1280	cert_iron_sword	Iron sword	yes	no	799	0	0	0	no	yes	
1281	steel_sword	Steel sword	no	no	-1	0	1814	0	no	yes	
1282	cert_steel_sword	Steel sword	yes	no	799	0	0	0	no	yes	
1283	black_sword	Black sword	no	no	-1	0	1814	0	no	yes	
1284	cert_black_sword	Black sword	yes	no	799	0	0	0	no	yes	
1285	mithril_sword	Mithril sword	no	no	-1	0	1587	0	no	yes	
1286	cert_mithril_sword	Mithril sword	yes	no	799	0	0	0	no	yes	
1287	adamant_sword	Adamant sword	no	no	-1	0	2041	0	no	yes	
1288	cert_adamant_sword	Adamant sword	yes	no	799	0	0	0	no	yes	
1289	rune_sword	Rune sword	no	no	-1	0	1814	0	no	yes	
1290	cert_rune_sword	Rune sword	yes	no	799	0	0	0	no	yes	
1291	bronze_longsword	Bronze longsword	no	no	-1	0	1814	0	no	yes	
1292	cert_bronze_longsword	Bronze longsword	yes	no	799	0	0	0	no	yes	
1293	iron_longsword	Iron longsword	no	no	-1	0	1814	0	no	yes	
1294	cert_iron_longsword	Iron longsword	yes	no	799	0	0	0	no	yes	
1295	steel_longsword	Steel longsword	no	no	-1	0	1814	0	no	yes	
1296	cert_steel_longsword	Steel longsword	yes	no	799	0	0	0	no	yes	
1297	black_longsword	Black longsword	no	no	-1	0	1814	0	no	yes	
1298	cert_black_longsword	Black longsword	yes	no	799	0	0	0	no	yes	
1299	mithril_longsword	Mithril longsword	no	no	-1	0	1587	0	no	yes	
1300	cert_mithril_longsword	Mithril longsword	yes	no	799	0	0	0	no	yes	
1301	adamant_longsword	Adamant longsword	no	no	-1	0	2041	0	no	yes	
1302	cert_adamant_longsword	Adamant longsword	yes	no	799	0	0	0	no	yes	
1303	rune_longsword	Rune longsword	no	no	-1	0	1814	0	no	yes	
1304	cert_rune_longsword	Rune longsword	yes	no	799	0	0	0	no	yes	
1305	dragon_longsword	Dragon longsword	no	yes	-1	0	1814	0	no	yes	
1306	cert_dragon_longsword	Dragon longsword	yes	yes	799	0	0	0	no	yes	
1307	bronze_2h_sword	Bronze 2h sword	no	no	-1	0	3628	0	no	yes	
1308	cert_bronze_2h_sword	Bronze 2h sword	yes	no	799	0	0	0	no	yes	
1309	iron_2h_sword	Iron 2h sword	no	no	-1	0	3628	0	no	yes	
1310	cert_iron_2h_sword	Iron 2h sword	yes	no	799	0	0	0	no	yes	
1311	steel_2h_sword	Steel 2h sword	no	no	-1	0	3628	0	no	yes	
1312	cert_steel_2h_sword	Steel 2h sword	yes	no	799	0	0	0	no	yes	
1313	black_2h_sword	Black 2h sword	no	no	-1	0	3628	0	no	yes	
1314	cert_black_2h_sword	Black 2h sword	yes	no	799	0	0	0	no	yes	
1315	mithril_2h_sword	Mithril 2h sword	no	no	-1	0	3175	0	no	yes	
1316	cert_mithril_2h_sword	Mithril 2h sword	yes	no	799	0	0	0	no	yes	
1317	adamant_2h_sword	Adamant 2h sword	no	no	-1	0	4082	0	no	yes	
1318	cert_adamant_2h_sword	Adamant 2h sword	yes	no	799	0	0	0	no	yes	
1319	rune_2h_sword	Rune 2h sword	no	no	-1	0	3628	0	no	yes	
1320	cert_rune_2h_sword	Rune 2h sword	yes	no	799	0	0	0	no	yes	
1321	bronze_scimitar	Bronze scimitar	no	no	-1	0	1814	0	no	yes	
1322	cert_bronze_scimitar	Bronze scimitar	yes	no	799	0	0	0	no	yes	
1323	iron_scimitar	Iron scimitar	no	no	-1	0	1814	0	no	yes	
1324	cert_iron_scimitar	Iron scimitar	yes	no	799	0	0	0	no	yes	
1325	steel_scimitar	Steel scimitar	no	no	-1	0	1814	0	no	yes	
1326	cert_steel_scimitar	Steel scimitar	yes	no	799	0	0	0	no	yes	
1327	black_scimitar	Black scimitar	no	no	-1	0	1814	0	no	yes	
1328	cert_black_scimitar	Black scimitar	yes	no	799	0	0	0	no	yes	
1329	mithril_scimitar	Mithril scimitar	no	no	-1	0	1587	0	no	yes	
1330	cert_mithril_scimitar	Mithril scimitar	yes	no	799	0	0	0	no	yes	
1331	adamant_scimitar	Adamant scimitar	no	no	-1	0	2041	0	no	yes	
1332	cert_adamant_scimitar	Adamant scimitar	yes	no	799	0	0	0	no	yes	
1333	rune_scimitar	Rune scimitar	no	no	-1	0	1814	0	no	yes	
1334	cert_rune_scimitar	Rune scimitar	yes	no	799	0	0	0	no	yes	
1335	iron_warhammer	Iron warhammer	no	no	-1	0	1814	0	no	yes	
1336	cert_iron_warhammer	Iron warhammer	yes	no	799	0	0	0	no	yes	
1337	bronze_warhammer	Bronze warhammer	no	no	-1	0	1814	0	no	yes	
1338	cert_bronze_warhammer	Bronze warhammer	yes	no	799	0	0	0	no	yes	
1339	steel_warhammer	Steel warhammer	no	no	-1	0	1814	0	no	yes	
1340	cert_steel_warhammer	Steel warhammer	yes	no	799	0	0	0	no	yes	
1341	black_warhammer	Black warhammer	no	no	-1	0	1814	0	no	yes	
1342	cert_black_warhammer	Black warhammer	yes	no	799	0	0	0	no	yes	
1343	mithril_warhammer	Mithril warhammer	no	no	-1	0	1587	0	no	yes	
1344	cert_mithril_warhammer	Mithril warhammer	yes	no	799	0	0	0	no	yes	
1345	adamnt_warhammer	Adamnt warhammer	no	no	-1	0	2041	0	no	yes	
1346	cert_adamnt_warhammer	Adamnt warhammer	yes	no	799	0	0	0	no	yes	
1347	rune_warhammer	Rune warhammer	no	no	-1	0	1814	0	no	yes	
1348	cert_rune_warhammer	Rune warhammer	yes	no	799	0	0	0	no	yes	
1349	iron_axe	Iron axe	no	no	-1	0	1360	0	no	yes	
1350	cert_iron_axe	Iron axe	yes	no	799	0	0	0	no	yes	
1351	bronze_axe	Bronze axe	no	no	-1	0	1360	0	no	yes	
1352	cert_bronze_axe	Bronze axe	yes	no	799	0	0	0	no	yes	
1353	steel_axe	Steel axe	no	no	-1	0	1360	0	no	yes	
1354	cert_steel_axe	Steel axe	yes	no	799	0	0	0	no	yes	
1355	mithril_axe	Mithril axe	no	no	-1	0	1133	0	no	yes	
1356	cert_mithril_axe	Mithril axe	yes	no	799	0	0	0	no	yes	
1357	adamant_axe	Adamant axe	no	no	-1	0	1587	0	no	yes	
1358	cert_adamant_axe	Adamant axe	yes	no	799	0	0	0	no	yes	
1359	rune_axe	Rune axe	no	no	-1	0	1360	0	no	yes	
1360	cert_rune_axe	Rune axe	yes	no	799	0	0	0	no	yes	
1361	black_axe	Black axe	no	no	-1	0	1360	0	no	yes	
1362	cert_black_axe	Black axe	yes	no	799	0	0	0	no	yes	
1363	iron_battleaxe	Iron battleaxe	no	no	-1	0	2721	0	no	yes	
1364	cert_iron_battleaxe	Iron battleaxe	yes	no	799	0	0	0	no	yes	
1365	steel_battleaxe	Steel battleaxe	no	no	-1	0	2721	0	no	yes	
1366	cert_steel_battleaxe	Steel battleaxe	yes	no	799	0	0	0	no	yes	
1367	black_battleaxe	Black battleaxe	no	no	-1	0	2721	0	no	yes	
1368	cert_black_battleaxe	Black battleaxe	yes	no	799	0	0	0	no	yes	
1369	mithril_battleaxe	Mithril battleaxe	no	no	-1	0	2267	0	no	yes	
1370	cert_mithril_battleaxe	Mithril battleaxe	yes	no	799	0	0	0	no	yes	
1371	adamant_battleaxe	Adamant battleaxe	no	no	-1	0	3175	0	no	yes	
1372	cert_adamant_battleaxe	Adamant battleaxe	yes	no	799	0	0	0	no	yes	
1373	rune_battleaxe	Rune battleaxe	no	no	-1	0	2721	0	no	yes	
1374	cert_rune_battleaxe	Rune battleaxe	yes	no	799	0	0	0	no	yes	
1375	bronze_battleaxe	Bronze battleaxe	no	no	-1	0	2721	0	no	yes	
1376	cert_bronze_battleaxe	Bronze battleaxe	yes	no	799	0	0	0	no	yes	
1377	dragon_battleaxe	Dragon battleaxe	no	yes	-1	0	2721	0	no	yes	
1378	cert_dragon_battleaxe	Dragon battleaxe	yes	yes	799	0	0	0	no	yes	
1379	plainstaff	Staff	no	no	-1	0	1814	0	no	yes	
1380	cert_plainstaff	Staff	yes	no	799	0	0	0	no	yes	
1381	staff_of_air	Staff of air	no	no	-1	0	2267	0	no	yes	
1382	cert_staff_of_air	Staff of air	yes	no	799	0	0	0	no	yes	
1383	staff_of_water	Staff of water	no	no	-1	0	2267	0	no	yes	
1384	cert_staff_of_water	Staff of water	yes	no	799	0	0	0	no	yes	
1385	staff_of_earth	Staff of earth	no	no	-1	0	2267	0	no	yes	
1386	cert_staff_of_earth	Staff of earth	yes	no	799	0	0	0	no	yes	
1387	staff_of_fire	Staff of fire	no	no	-1	0	2267	0	no	yes	
1388	cert_staff_of_fire	Staff of fire	yes	no	799	0	0	0	no	yes	
