absX	absZ	level	id	name	debug	vislevel	att	def	str	hp	rng	mage	members	size	attackrange
2403	3430	0	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2403	3433	0	68	Gnome	darkskinned_gnome	1	1	1	1	3	1	1	false	1	6
2404	3406	0	44	Duck	duck	1	1	1	1	3	1	1	false	1	0
2405	3447	0	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2406	3440	0	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2408	3441	0	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2408	3452	0	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2409	3430	0	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2410	3416	0	164	Gnome guard	gnomekingsguard2	23	18	18	18	31	1	1	false	1	0
2413	3397	0	137	Mounted terrorbird gnome	terrorbird2	31	25	25	25	36	1	1	false	2	0
2415	3408	0	137	Mounted terrorbird gnome	terrorbird2	31	25	25	25	36	1	1	false	2	0
2416	3404	0	153	Butterfly	butterfly	0	1	1	1	1	1	1	false	1	0
2420	3429	0	68	Gnome	darkskinned_gnome	1	1	1	1	3	1	1	false	1	6
2420	3435	0	164	Gnome guard	gnomekingsguard2	23	18	18	18	31	1	1	false	1	0
2420	3438	0	68	Gnome	darkskinned_gnome	1	1	1	1	3	1	1	false	1	6
2420	3447	0	164	Gnome guard	gnomekingsguard2	23	18	18	18	31	1	1	false	1	0
2421	3413	0	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2423	3399	0	154	Butterfly	butterfly2	0	1	1	1	1	1	1	false	1	0
2423	3426	0	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2424	3410	0	153	Butterfly	butterfly	0	1	1	1	1	1	1	false	1	0
2425	3406	0	154	Butterfly	butterfly2	0	1	1	1	1	1	1	false	1	0
2427	3402	0	154	Butterfly	butterfly2	0	1	1	1	1	1	1	false	1	0
2427	3410	0	164	Gnome guard	gnomekingsguard2	23	18	18	18	31	1	1	false	1	0
2427	3428	0	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2427	3440	0	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2430	3405	0	153	Butterfly	butterfly	0	1	1	1	1	1	1	false	1	0
2392	3450	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2393	3451	1	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2398	3451	1	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2408	3437	1	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2409	3436	1	161	Gnome child	gnomechild	1	1	1	1	2	1	1	false	1	0
2413	3445	1	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2414	3447	1	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2415	3415	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2415	3435	1	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2416	3416	1	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2416	3434	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2423	3425	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2424	3430	1	160	Gnome child	gnomechildblue	1	1	1	1	2	1	1	false	1	0
2424	3434	1	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2424	3442	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2415	3433	3	479	Gnome troop	gnomeknight	1	1	1	1	3	1	1	false	1	6
2371	3460	0	156	Butterfly	butterfly_tigerswallowtail	0	1	1	1	1	1	1	false	1	0
2372	3456	0	156	Butterfly	butterfly_tigerswallowtail	0	1	1	1	1	1	1	false	1	0
2374	3469	0	155	Butterfly	butterfly_bluemorpo	0	1	1	1	1	1	1	false	1	0
2376	3466	0	155	Butterfly	butterfly_bluemorpo	0	1	1	1	1	1	1	false	1	0
2378	3482	0	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2379	3482	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2381	3496	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2383	3496	0	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2384	3481	0	479	Gnome troop	gnomeknight	1	1	1	1	3	1	1	false	1	6
2384	3488	0	635	Gnome ball referee	gnomereferee	0	1	1	1	1	1	1	false	1	0
2384	3497	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2388	3473	0	479	Gnome troop	gnomeknight	1	1	1	1	3	1	1	false	1	6
2391	3476	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2391	3484	0	629	Gnome baller	gnomeballer_yellow	0	1	1	1	1	1	1	false	1	1
2391	3487	0	629	Gnome baller	gnomeballer_yellow	0	1	1	1	1	1	1	false	1	1
2391	3489	0	629	Gnome baller	gnomeballer_yellow	0	1	1	1	1	1	1	false	1	1
2391	3492	0	629	Gnome baller	gnomeballer_yellow	0	1	1	1	1	1	1	false	1	1
2392	3475	0	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2393	3483	0	633	Gnome winger	gnomeballer_green	0	1	1	1	1	1	1	false	1	0
2393	3493	0	633	Gnome winger	gnomeballer_green	0	1	1	1	1	1	1	false	1	0
2394	3506	0	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2395	3495	0	636	Cheerleader	gnomecheerleader	0	1	1	1	1	1	1	false	1	0
2396	3471	0	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2396	3485	0	625	Gnome baller	gnomeballer_orange	0	1	1	1	1	1	1	false	1	1
2396	3487	0	625	Gnome baller	gnomeballer_orange	0	1	1	1	1	1	1	false	1	1
2396	3489	0	625	Gnome baller	gnomeballer_orange	0	1	1	1	1	1	1	false	1	1
2396	3491	0	625	Gnome baller	gnomeballer_orange	0	1	1	1	1	1	1	false	1	1
2397	3495	0	636	Cheerleader	gnomecheerleader	0	1	1	1	1	1	1	false	1	0
2400	3483	0	621	Gnome baller	gnomeballer_red	0	1	1	1	1	1	1	false	1	1
2400	3485	0	621	Gnome baller	gnomeballer_red	0	1	1	1	1	1	1	false	1	1
2400	3487	0	621	Gnome baller	gnomeballer_red	0	1	1	1	1	1	1	false	1	1
2400	3489	0	621	Gnome baller	gnomeballer_red	0	1	1	1	1	1	1	false	1	1
2400	3491	0	621	Gnome baller	gnomeballer_red	0	1	1	1	1	1	1	false	1	1
2400	3493	0	621	Gnome baller	gnomeballer_red	0	1	1	1	1	1	1	false	1	1
2402	3507	0	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2405	3499	0	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2406	3476	0	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2409	3507	0	480	Gnome troop	d_skingnomeknight	1	1	1	1	3	1	1	false	1	6
2410	3496	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2416	3487	0	159	Gnome child	gnomechildgreen	1	1	1	1	2	1	1	false	1	0
2417	3517	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2421	3481	0	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2422	3467	0	156	Butterfly	butterfly_tigerswallowtail	0	1	1	1	1	1	1	false	1	0
2422	3485	0	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2422	3489	0	154	Butterfly	butterfly2	0	1	1	1	1	1	1	false	1	0
2382	3506	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2383	3509	1	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2390	3514	1	672	Anita	grandtree_anita	0	1	1	1	1	1	1	false	1	0
2394	3500	1	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2397	3514	1	168	Gnome woman	gnomefemale	1	1	1	1	2	1	1	false	1	1
2400	3514	1	68	Gnome	darkskinned_gnome	1	1	1	1	3	1	1	false	1	6
2409	3470	1	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2416	3466	1	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2417	3483	1	67	Gnome	browclothedgnome	1	1	1	1	3	1	1	false	1	6
2417	3493	1	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2417	3498	1	849	Barman	blurberrybarmen	0	1	1	1	1	1	1	false	1	0
2418	3472	1	169	Gnome woman	gnomefemale_dskinned	1	1	1	1	2	1	1	false	1	1
2418	3485	1	68	Gnome	darkskinned_gnome	1	1	1	1	3	1	1	false	1	6
2418	3495	1	66	Gnome	gnome	1	1	1	1	3	1	1	false	1	6
2420	3466	1	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2412	3471	3	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2412	3474	3	480	Gnome troop	d_skingnomeknight	1	1	1	1	3	1	1	false	1	6
2418	3471	3	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2418	3474	3	479	Gnome troop	gnomeknight	1	1	1	1	3	1	1	false	1	6
2373	4692	0	939	Boulder	boulder_legends	0	1	1	1	1	1	1	false	2	0
2384	4706	0	936	San Tojalon	san_tojalon	106	86	86	84	120	0	0	false	1	10
2386	4689	0	939	Boulder	boulder_legends	0	1	1	1	1	1	1	false	2	0
2392	4678	0	939	Boulder	boulder_legends	0	1	1	1	1	1	1	false	2	0
2393	4713	0	936	San Tojalon	san_tojalon	106	86	86	84	120	0	0	false	1	10
2394	4731	0	936	San Tojalon	san_tojalon	106	86	86	84	120	0	0	false	1	10
2395	4721	0	936	San Tojalon	san_tojalon	106	86	86	84	120	0	0	false	1	10
2401	4705	0	937	Irvig Senay	irvig_senay	100	76	81	74	125	0	0	false	1	0
2405	4712	0	937	Irvig Senay	irvig_senay	100	76	81	74	125	0	0	false	1	0
2408	4698	0	938	Ranalph Devere	ranalph_devere	92	66	66	67	130	0	0	false	1	0
2412	4677	0	82	Lesser demon	lesser_demon	82	68	71	70	79	1	1	false	2	0
2412	4723	0	937	Irvig Senay	irvig_senay	100	76	81	74	125	0	0	false	1	0
2413	4681	0	82	Lesser demon	lesser_demon	82	68	71	70	79	1	1	false	2	0
2414	4731	0	937	Irvig Senay	irvig_senay	100	76	81	74	125	0	0	false	1	0
2416	4684	0	82	Lesser demon	lesser_demon	82	68	71	70	79	1	1	false	2	0
2417	4699	0	938	Ranalph Devere	ranalph_devere	92	66	66	67	130	0	0	false	1	0
2424	4701	0	938	Ranalph Devere	ranalph_devere	92	66	66	67	130	0	0	false	1	0
2428	4696	0	938	Ranalph Devere	ranalph_devere	92	66	66	67	130	0	0	false	1	0
2443	9607	0	976	Koftik	caveguide5	0	1	1	1	1	1	1	false	1	0
2432	9723	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2433	9686	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2433	9692	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2433	9720	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2434	9688	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2434	9693	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2434	9722	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2434	9725	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2435	9690	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2435	9724	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2436	9722	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2436	9724	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2437	9692	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2438	9687	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2438	9695	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2438	9698	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2438	9699	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2438	9722	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2439	9689	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2440	9690	0	977	Blessed spider	blessed_spider	39	35	35	35	32	1	1	false	1	0
2440	9697	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2441	9698	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2449	9716	0	973	Koftik	caveguide2	0	1	1	1	1	1	1	false	1	0
2452	9684	0	73	Zombie	zombie_unarmed	13	8	10	9	22	1	1	false	1	0
2453	9680	0	73	Zombie	zombie_unarmed	13	8	10	9	22	1	1	false	1	0
2455	9677	0	73	Zombie	zombie_unarmed	13	8	10	9	22	1	1	false	1	0
2455	9680	0	75	Zombie	zombie_armed	24	19	16	21	30	1	1	false	1	0
2468	9696	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2471	9693	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2479	9679	0	974	Koftik	caveguide3	0	1	1	1	1	1	1	false	1	0
2485	9704	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2488	9703	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2490	9698	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2491	9705	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2438	9885	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2442	9891	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2443	9862	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2443	9882	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2447	9891	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2450	9903	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2450	9912	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2451	9860	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2451	9882	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2452	9878	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2453	9890	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2456	9858	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2456	9872	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2456	9883	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2456	9910	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2458	9877	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2460	9860	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2460	9863	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2461	9895	0	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2462	9890	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2464	9897	0	670	King Narnode Shareen	grandtree_narnode	0	1	1	1	1	1	1	false	1	0
2464	9908	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2465	9894	0	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2465	9899	0	163	Gnome guard	gnomekingsguard	23	17	17	17	31	1	1	false	1	0
2466	9881	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2467	9860	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2469	9863	0	78	Giant bat	bat	27	22	22	22	32	1	1	true	2	0
2470	9888	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2475	9866	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2476	9887	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2477	9896	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2481	9869	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2482	9865	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2482	9914	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2483	9888	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2488	9861	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2488	9912	0	86	Giant rat	giantrat	3	2	2	3	5	1	1	false	2	0
2489	9866	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2438	3186	0	488	Observatory professor	observatory_professor	0	1	1	1	1	1	1	false	1	0
2439	3160	0	490	Observatory professor	observatory_professor2	0	1	1	1	1	1	1	false	1	0
2442	3189	0	487	Observatory assistant	observatory_assistant	0	1	1	1	1	1	1	false	1	0
2454	3170	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2458	3176	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2460	3177	0	100	Goblin	goblin	2	1	1	1	5	1	1	false	1	0
2460	3185	0	100	Goblin	goblin	2	1	1	1	5	1	1	false	1	0
2461	3166	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2463	3184	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2464	3180	0	100	Goblin	goblin	2	1	1	1	5	1	1	false	1	0
2464	3185	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2466	3191	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2467	3176	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2467	3182	0	100	Goblin	goblin	2	1	1	1	5	1	1	false	1	0
2469	3174	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2470	3189	0	100	Goblin	goblin	2	1	1	1	5	1	1	false	1	0
2471	3182	0	101	Goblin	goblin_armed	5	3	4	1	12	1	1	false	1	0
2471	3184	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2477	3143	0	105	Bear	brownbear	21	17	15	18	27	1	1	false	2	0
2484	3155	0	105	Bear	brownbear	21	17	15	18	27	1	1	false	2	0
2454	3247	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2455	3240	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2460	3200	0	106	Bear	darkbear	19	15	13	16	25	1	1	false	2	0
2460	3223	0	491	Ghost	zamorakghost	24	23	23	20	20	1	1	false	1	0
2464	3223	0	491	Ghost	zamorakghost	24	23	23	20	20	1	1	false	1	0
2465	3220	0	491	Ghost	zamorakghost	24	23	23	20	20	1	1	false	1	0
2465	3227	0	492	Spirit of Scorpius	spirit_of_scorpius	0	1	1	1	1	1	1	false	1	0
2465	3229	0	493	Grave Scorpion	grave_scorpion	12	11	14	12	7	1	1	false	1	0
2465	3248	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2467	3228	0	493	Grave Scorpion	grave_scorpion	12	11	14	12	7	1	1	false	1	0
2468	3221	0	491	Ghost	zamorakghost	24	23	23	20	20	1	1	false	1	0
2468	3243	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2469	3226	0	491	Ghost	zamorakghost	24	23	23	20	20	1	1	false	1	0
2470	3230	0	493	Grave Scorpion	grave_scorpion	12	11	14	12	7	1	1	false	1	0
2470	3243	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2471	3222	0	493	Grave Scorpion	grave_scorpion	12	11	14	12	7	1	1	false	1	0
2472	3224	0	493	Grave Scorpion	grave_scorpion	12	11	14	12	7	1	1	false	1	0
2473	3241	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2474	3248	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2476	3223	0	491	Ghost	zamorakghost	24	23	23	20	20	1	1	false	1	0
2477	3238	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2477	3244	0	189	Monk of Zamorak	chaosmonk2	17	8	12	8	10	1	25	false	1	0
2478	3200	0	106	Bear	darkbear	19	15	13	16	25	1	1	false	2	0
2436	3315	0	972	Koftik	caveguide1	0	1	1	1	1	1	1	false	1	0
2453	3307	0	352	Woman	dskin_w_ardoungecitizen2	3	2	1	1	10	1	1	false	1	0
2454	3301	0	475	Khazard trooper	khazard_troop	19	17	12	18	22	1	1	false	1	0
2457	3302	0	477	Khazard warlord	khazard_warlord	112	75	80	78	170	1	1	false	1	0
2457	3309	0	1001	Dark mage	upassmage	13	1	1	1	1	1	1	false	1	0
2458	3298	0	475	Khazard trooper	khazard_troop	19	17	12	18	22	1	1	false	1	0
2461	3293	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2462	3274	0	95	Wolf	wolf	64	50	52	55	69	1	1	false	2	0
2462	3300	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2462	3306	0	356	Child	dskin_w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2463	3285	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2463	3317	0	361	Woman	dskin_w_ardoungecitizenlady4	12	10	10	10	13	1	1	false	1	0
2464	3287	0	971	chadwell	chadwell	0	1	1	1	1	1	1	false	1	0
2464	3302	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2464	3310	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2465	3272	0	95	Wolf	wolf	64	50	52	55	69	1	1	false	2	0
2465	3275	0	95	Wolf	wolf	64	50	52	55	69	1	1	false	2	0
2465	3295	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2465	3305	0	356	Child	dskin_w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2465	3307	0	351	Man	dskin_w_ardoungecitizen1	4	2	1	1	13	1	1	false	1	0
2466	3294	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2466	3299	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2466	3300	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2466	3307	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2467	3306	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2467	3322	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2468	3290	0	363	Woman	w_ardoungecitizenlady4	14	10	10	10	23	1	1	false	1	0
2468	3304	0	785	Civillian	wantcat1	0	1	1	1	1	1	1	false	1	0
2468	3315	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2468	3326	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2469	3295	0	356	Child	dskin_w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2469	3309	0	786	Civillian	wantcat2	0	1	1	1	1	1	1	false	1	0
2469	3319	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2470	3272	0	95	Wolf	wolf	64	50	52	55	69	1	1	false	2	0
2470	3290	0	354	Woman	dskin_w_ardoungecitizenlady1	3	2	1	1	10	1	1	false	1	0
2470	3314	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2470	3318	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2470	3321	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2471	3298	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2471	3316	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2471	3323	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2472	3274	0	95	Wolf	wolf	64	50	52	55	69	1	1	false	2	0
2472	3296	0	354	Woman	dskin_w_ardoungecitizenlady1	3	2	1	1	10	1	1	false	1	0
2472	3301	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2472	3307	0	360	Woman	dskin_w_ardoungecitizenlady3	4	2	1	1	13	1	1	false	1	0
2472	3314	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2472	3324	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2473	3288	0	353	Woman	w_ardoungecitizenlady1	4	2	1	1	13	1	1	false	1	0
2473	3305	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2473	3326	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2474	3296	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2474	3301	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2474	3306	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2475	3298	0	786	Civillian	wantcat2	0	1	1	1	1	1	1	false	1	0
2475	3303	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2475	3325	0	363	Woman	w_ardoungecitizenlady4	14	10	10	10	23	1	1	false	1	0
2476	3293	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2476	3307	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2476	3313	0	787	Civillian	wantcat3	0	1	1	1	1	1	1	false	1	0
2476	3317	0	785	Civillian	wantcat1	0	1	1	1	1	1	1	false	1	0
2476	3322	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2477	3275	0	95	Wolf	wolf	64	50	52	55	69	1	1	false	2	0
2477	3286	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2477	3298	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2477	3301	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2477	3319	0	356	Child	dskin_w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2477	3324	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2478	3285	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2478	3291	0	785	Civillian	wantcat1	0	1	1	1	1	1	1	false	1	0
2478	3304	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2478	3323	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2479	3311	0	363	Woman	w_ardoungecitizenlady4	14	10	10	10	23	1	1	false	1	0
2479	3313	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2480	3293	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2480	3296	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2480	3300	0	352	Woman	dskin_w_ardoungecitizen2	3	2	1	1	10	1	1	false	1	0
2480	3306	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2480	3315	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2481	3289	0	787	Civillian	wantcat3	0	1	1	1	1	1	1	false	1	0
2481	3295	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2481	3300	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2481	3307	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2481	3313	0	355	Child	w_ardoungechild1	0	1	1	1	1	1	1	false	1	0
2482	3284	0	47	Rat	rat	1	1	1	1	2	1	1	false	1	0
2482	3286	0	362	Woman	w_ardoungecitizenlady2	3	2	1	1	10	1	1	false	1	0
2482	3293	0	351	Man	dskin_w_ardoungecitizen1	4	2	1	1	13	1	1	false	1	0
